学校名,性別,年齢,住所,兄弟姉妹,住居,母学歴,父学歴,母職業,父職業,進学理由,保護者,通学時間,学習時間,落第数,奨学金,親もち,塾,部活,幼稚園,大学,ネット,恋人,家族,自由時間,外出,アルコール,パリピ,健康状態,欠席日,G1,G2,G3
GP高,男性,18,郊外,あり,同居,3,2,その他,その他,教育内容,母親,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12
GP高,女性,17,市内,あり,同居,3,3,その他,その他,通いやすさ,母親,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9
GP高,女性,18,市内,あり,同居,2,2,なし,サービス,通いやすさ,母親,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0
GP高,男性,18,郊外,なし,下宿,3,4,その他,その他,評判の良さ,母親,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17
GP高,男性,17,市内,あり,同居,3,1,サービス,その他,その他,母親,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10
GP高,女性,18,郊外,あり,同居,4,4,教師,その他,評判の良さ,母親,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11
GP高,男性,18,市内,あり,同居,4,2,医療,その他,評判の良さ,父親,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10
GP高,女性,18,郊外,あり,同居,2,1,その他,その他,評判の良さ,母親,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0
GP高,女性,19,市内,あり,同居,3,3,その他,サービス,通いやすさ,その他,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9
GP高,女性,18,市内,あり,同居,2,3,その他,サービス,評判の良さ,父親,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14
GP高,女性,18,市内,なし,同居,1,1,その他,その他,通いやすさ,母親,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11
GP高,男性,17,郊外,あり,同居,1,2,なし,なし,通いやすさ,母親,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14
GP高,女性,17,市内,あり,同居,2,4,なし,医療,評判の良さ,母親,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10
GP高,女性,17,市内,なし,同居,2,2,サービス,その他,教育内容,母親,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12
GP高,女性,18,郊外,あり,下宿,3,2,その他,サービス,通いやすさ,母親,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9
GP高,男性,18,市内,あり,同居,4,4,教師,サービス,通いやすさ,母親,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9
GP高,女性,18,市内,あり,同居,4,4,医療,医療,評判の良さ,父親,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8
GP高,男性,18,市内,なし,同居,4,3,教師,サービス,教育内容,母親,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10
GP高,男性,17,市内,なし,下宿,4,1,サービス,その他,通いやすさ,母親,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8
GP高,男性,17,市内,なし,下宿,3,2,教師,サービス,通いやすさ,母親,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10
GP高,女性,18,郊外,なし,同居,1,1,なし,その他,評判の良さ,母親,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12
GP高,女性,18,市内,あり,同居,1,1,その他,その他,通いやすさ,母親,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10
GP高,女性,17,市内,あり,同居,2,2,その他,その他,教育内容,母親,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11
GP高,男性,17,市内,あり,同居,1,1,その他,その他,評判の良さ,父親,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11
GP高,女性,18,市内,あり,同居,2,2,なし,なし,その他,母親,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19
GP高,女性,17,市内,あり,同居,1,1,サービス,教師,評判の良さ,母親,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12
GP高,男性,18,市内,あり,同居,2,1,サービス,サービス,評判の良さ,母親,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14
GP高,男性,18,市内,なし,下宿,4,4,教師,教師,評判の良さ,母親,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15
GP高,男性,18,市内,あり,同居,4,2,教師,その他,通いやすさ,母親,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11
GP高,女性,17,市内,あり,同居,4,3,医療,サービス,評判の良さ,母親,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15
GP高,女性,18,市内,なし,同居,2,1,サービス,なし,評判の良さ,母親,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13
GP高,女性,17,郊外,なし,同居,3,1,サービス,その他,評判の良さ,母親,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18
GP高,男性,18,郊外,なし,同居,3,2,サービス,その他,評判の良さ,母親,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14
GP高,男性,17,市内,あり,同居,3,3,医療,その他,通いやすさ,母親,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11
GP高,女性,19,市内,あり,同居,4,4,医療,その他,評判の良さ,その他,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0
GP高,女性,18,市内,なし,同居,4,3,その他,その他,通いやすさ,その他,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8
GP高,女性,18,市内,あり,同居,4,3,その他,その他,評判の良さ,父親,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14
GP高,男性,18,市内,なし,同居,4,4,教師,教師,通いやすさ,母親,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16
GP高,女性,18,市内,なし,下宿,4,4,医療,その他,通いやすさ,母親,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11
GP高,男性,17,市内,なし,同居,4,4,その他,教師,通いやすさ,父親,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10
GP高,女性,17,市内,あり,同居,4,2,その他,その他,評判の良さ,母親,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14
GP高,女性,17,市内,あり,同居,3,2,医療,医療,評判の良さ,父親,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18
GP高,男性,19,市内,あり,同居,3,3,その他,その他,通いやすさ,その他,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13
GP高,女性,18,市内,あり,同居,2,4,サービス,なし,評判の良さ,その他,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12
GP高,男性,20,市内,あり,下宿,3,2,サービス,その他,教育内容,その他,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18
GP高,男性,19,市内,あり,同居,4,4,教師,サービス,評判の良さ,その他,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8
GP高,男性,19,郊外,あり,同居,3,3,その他,サービス,評判の良さ,父親,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12
GP高,女性,19,市内,なし,同居,1,1,なし,その他,評判の良さ,その他,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10
GP高,女性,19,市内,なし,同居,1,2,サービス,サービス,通いやすさ,その他,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0
GP高,女性,19,市内,あり,同居,2,1,なし,その他,その他,その他,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13
GP高,男性,19,市内,あり,同居,1,2,その他,サービス,教育内容,その他,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11
GP高,女性,19,市内,なし,同居,3,2,サービス,その他,評判の良さ,その他,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11
GP高,女性,19,市内,あり,同居,1,1,なし,医療,通いやすさ,その他,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13
GP高,女性,19,郊外,あり,同居,2,3,その他,その他,評判の良さ,その他,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11
GP高,女性,18,市内,あり,同居,2,1,サービス,その他,教育内容,母親,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0
GP高,女性,18,市内,あり,同居,4,3,その他,その他,教育内容,母親,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9
GP高,女性,17,郊外,あり,同居,3,4,なし,サービス,教育内容,父親,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10
GP高,女性,18,市内,あり,同居,4,4,教師,その他,教育内容,母親,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11
GP高,女性,17,市内,あり,下宿,4,3,サービス,サービス,教育内容,母親,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13
GP高,女性,17,市内,あり,同居,2,2,その他,その他,教育内容,母親,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9
GP高,女性,17,郊外,なし,同居,2,2,サービス,サービス,教育内容,母親,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11
GP高,女性,17,市内,あり,同居,3,1,サービス,サービス,教育内容,父親,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15
GP高,女性,17,市内,なし,同居,0,2,なし,なし,通いやすさ,父親,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15
GP高,男性,18,市内,あり,同居,4,4,その他,その他,教育内容,母親,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11
GP高,男性,17,市内,あり,同居,3,3,その他,サービス,評判の良さ,母親,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16
GP高,男性,17,郊外,あり,同居,2,2,サービス,その他,教育内容,母親,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10
GP高,女性,17,市内,あり,同居,4,4,教師,サービス,教育内容,母親,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9
GP高,女性,17,市内,あり,同居,4,4,教師,教師,教育内容,母親,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14
GP高,男性,18,市内,なし,同居,2,2,その他,その他,教育内容,母親,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8
GP高,女性,17,郊外,あり,同居,2,4,なし,その他,教育内容,父親,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14
GP高,女性,18,市内,あり,同居,3,3,サービス,サービス,通いやすさ,母親,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0
GP高,女性,18,市内,なし,同居,2,2,その他,その他,通いやすさ,その他,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0
GP高,女性,18,郊外,あり,同居,2,2,なし,その他,教育内容,母親,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0
GP高,女性,17,市内,あり,同居,3,4,サービス,その他,教育内容,母親,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15
GP高,女性,19,郊外,あり,下宿,3,1,サービス,なし,通いやすさ,その他,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13
GP高,女性,17,市内,あり,同居,3,2,その他,その他,通いやすさ,母親,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0
GP高,女性,18,市内,なし,同居,3,3,サービス,サービス,通いやすさ,母親,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17
GP高,女性,17,郊外,あり,下宿,3,2,その他,その他,通いやすさ,母親,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10
GP高,女性,19,市内,あり,同居,2,1,サービス,サービス,通いやすさ,その他,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11
GP高,男性,18,市内,あり,同居,4,4,教師,サービス,通いやすさ,父親,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0
GP高,男性,18,市内,なし,同居,3,4,サービス,その他,通いやすさ,母親,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15
GP高,女性,17,市内,あり,下宿,2,2,なし,なし,通いやすさ,父親,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0
GP高,女性,18,市内,あり,同居,2,3,なし,その他,教育内容,母親,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10
GP高,女性,18,市内,あり,同居,3,2,その他,サービス,その他,母親,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14
GP高,男性,18,郊外,あり,同居,4,3,教師,サービス,教育内容,母親,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16
GP高,男性,18,市内,あり,同居,4,3,教師,その他,教育内容,母親,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9
GP高,女性,17,市内,あり,同居,4,3,医療,その他,評判の良さ,母親,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15
MS高,男性,18,郊外,あり,同居,3,2,その他,その他,教育内容,母親,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13
MS高,男性,19,郊外,あり,同居,1,1,その他,サービス,通いやすさ,その他,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8
MS高,男性,17,市内,あり,同居,3,3,医療,その他,教育内容,母親,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13
MS高,男性,18,市内,なし,同居,1,3,なし,サービス,教育内容,母親,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8
MS高,男性,19,郊外,あり,同居,1,1,その他,その他,通いやすさ,その他,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8
MS高,男性,17,郊外,あり,同居,4,3,サービス,その他,通いやすさ,母親,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11
MS高,女性,18,市内,あり,同居,3,3,サービス,サービス,教育内容,父親,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9
MS高,女性,17,郊外,あり,同居,4,4,教師,サービス,その他,父親,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13
MS高,女性,17,市内,なし,下宿,3,2,サービス,その他,評判の良さ,母親,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11
MS高,男性,18,市内,なし,同居,1,1,その他,サービス,通いやすさ,父親,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10
MS高,女性,18,市内,なし,同居,1,1,なし,サービス,教育内容,父親,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16
MS高,女性,18,郊外,なし,下宿,1,4,なし,その他,教育内容,母親,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13
MS高,男性,18,郊外,なし,同居,1,1,なし,その他,その他,母親,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12
MS高,女性,18,市内,あり,同居,3,3,サービス,サービス,その他,母親,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10
MS高,女性,17,市内,なし,同居,4,4,なし,なし,教育内容,母親,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15
MS高,女性,17,郊外,あり,同居,1,2,その他,サービス,教育内容,父親,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12
MS高,男性,18,郊外,あり,同居,1,3,なし,その他,教育内容,母親,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10
MS高,男性,18,市内,なし,同居,4,4,教師,サービス,その他,母親,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13
MS高,女性,17,郊外,あり,同居,1,1,その他,サービス,評判の良さ,母親,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0
MS高,女性,18,市内,あり,同居,2,3,なし,サービス,教育内容,父親,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10
MS高,女性,18,郊外,あり,同居,4,4,その他,教師,その他,父親,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11
MS高,女性,19,市内,なし,同居,3,2,サービス,サービス,通いやすさ,その他,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9
MS高,男性,18,郊外,なし,同居,1,2,なし,サービス,その他,父親,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12
MS高,女性,17,市内,あり,同居,2,2,その他,なし,通いやすさ,母親,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11
MS高,女性,17,郊外,あり,同居,1,2,その他,その他,教育内容,母親,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5
MS高,女性,18,郊外,なし,同居,4,4,その他,その他,評判の良さ,母親,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19
MS高,女性,18,郊外,あり,同居,1,1,その他,その他,通いやすさ,母親,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10
MS高,女性,20,市内,あり,同居,4,2,医療,その他,教育内容,その他,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15
MS高,女性,18,郊外,なし,同居,4,4,教師,サービス,教育内容,母親,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10
MS高,女性,18,市内,あり,同居,3,3,その他,その他,通いやすさ,母親,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15
MS高,女性,17,郊外,あり,同居,3,1,なし,その他,評判の良さ,母親,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10
MS高,男性,18,市内,あり,同居,4,4,教師,教師,通いやすさ,父親,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14
MS高,男性,18,郊外,あり,同居,2,1,その他,その他,その他,母親,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7
MS高,男性,17,市内,あり,同居,2,3,その他,サービス,通いやすさ,父親,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10
MS高,男性,19,郊外,あり,同居,1,1,その他,サービス,その他,母親,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0
MS高,男性,18,郊外,あり,同居,4,2,その他,その他,通いやすさ,父親,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5
MS高,女性,18,郊外,あり,同居,2,2,なし,その他,その他,母親,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10
MS高,女性,18,郊外,あり,同居,4,4,教師,なし,評判の良さ,母親,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6
MS高,女性,19,郊外,あり,同居,2,3,サービス,その他,教育内容,母親,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0
MS高,女性,18,市内,なし,同居,3,1,教師,サービス,教育内容,母親,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8
MS高,女性,18,市内,あり,同居,1,1,その他,その他,教育内容,母親,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0
MS高,男性,20,市内,なし,下宿,2,2,サービス,サービス,教育内容,その他,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9
MS高,男性,17,市内,なし,同居,3,1,サービス,サービス,教育内容,母親,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16
MS高,男性,21,郊外,あり,同居,1,1,その他,その他,教育内容,その他,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7
MS高,男性,18,郊外,なし,同居,3,2,サービス,その他,教育内容,母親,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10
MS高,男性,19,市内,なし,同居,1,1,その他,なし,教育内容,父親,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9
